646	0	10	63			
646	0	10	62			
2391	0	9	63			
2391	0	9	62			
877	0	8	63			
877	0	8	62			
2072	0	7	63			
2072	0	7	62			
556	0	6	63			
556	0	6	62			
2617	0	6	31			
2617	0	6	30			
2435	1	5	92			
646	0	5	122
360	0	5	120			
2324	0	5	119			
2803	0	5	118			
742	0	5	117			
751	0	5	116			
606	0	5	115			
2521	0	5	114			
2096	0	5	113			
800	0	5	112			
1098	0	5	111			
654	0	5	110			
298	0	5	109			
2906	0	5	108			
117	0	5	107			
2603	0	5	106			
1512	0	5	105			
2938	0	5	104			
1510	0	5	103			
183	0	5	102			
43	0	5	128			
1757	0	5	101			
2032	0	5	100			
2733	0	5	99			
2316	0	5	98			
2200	0	5	97			
2321	0	5	123			
2527	0	5	95			
1493	0	5	94			
2207	0	5	91			
2590	0	5	90			
2603	0	5	89			
3082	0	5	88			
193	0	5	87			
2777	0	5	86			
15	0	5	85			
2590	0	5	84			
490	0	5	83			
1577	0	5	82			
1795	0	5	81			
1232	0	5	80			
874	0	5	79			
2068	0	5	78			
2521	0	5	77			
721	0	5	76			
1173	0	5	75			
403	0	5	73			
1642	0	5	72			
1117	0	5	71			
2873	0	5	69			
70	0	5	66			
2656	0	5	125			
2934	0	5	65			
1126	0	5	64			
2626	0	5	63			
2626	0	5	62			
2552	0	5	61			
556	0	5	60			
2824	0	5	58			
1027	0	5	57			
1768	0	5	56			
1768	0	5	54			
1179	0	5	52			
1179	0	5	51			
2591	0	5	50			
1076	0	5	47			
332	0	5	46			
1487	0	5	45			
1256	0	5	44			
1419	0	5	43			
1126	0	5	41			
757	0	5	40			
757	0	5	39			
1741	0	5	38			
2017	0	5	37			
291	0	5	36			
2399	0	5	35			
145	0	5	33			
2890	0	5	32			
2396	0	5	31			
2396	0	5	30			
551	0	5	29			
556	0	5	27			
1123	0	5	26			
609	0	5	24			
1098	0	5	23			
340	0	5	22			
601	0	5	126			
1287	0	5	19			
1487	0	5	18			
2014	0	5	17			
2795	0	5	16			
1969	0	5	13			
255	0	5	12			
1510	0	5	10			
948	0	5	9			
2199	0	5	8			
278	0	5	6			
1098	0	5	5			
2380	0	5	4			
574	0	5	3			
2695	0	5	2			
1035	0	5	1			
1569	0	5	124			
1426	1	4	100			
1917	1	4	73			
1980	1	4	64			
43	1	4	24			
2935	0	4	122			
147	0	4	120			
2617	0	4	119			
2324	0	4	118			
845	0	4	117			
2603	0	4	116			
2497	0	4	115			
2617	0	4	114			
1569	0	4	113			
1554	0	4	112			
1730	0	4	111			
2938	0	4	110			
1493	0	4	109			
119	0	4	108			
119	0	4	107			
1510	0	4	106			
2427	0	4	105			
2933	0	4	104			
1256	0	4	103			
2657	0	4	102			
1788	0	4	128			
1785	0	4	101			
2976	0	4	99			
1058	0	4	98			
1235	0	4	97			
2844	0	4	123			
1554	0	4	96			
2339	0	4	95			
2934	0	4	94			
630	0	4	93			
3117	0	4	92			
2397	0	4	91			
1173	0	4	90			
1079	0	4	89			
2497	0	4	88			
1426	0	4	87			
43	0	4	86			
2282	0	4	85			
1035	0	4	84			
1269	0	4	83			
2590	0	4	82			
147	0	4	81			
489	0	4	80			
360	0	4	79			
2995	0	4	78			
1462	0	4	77			
492	0	4	76			
1554	0	4	75			
1276	0	4	74			
343	0	4	72			
416	0	4	71			
1029	0	4	70			
2822	0	4	69			
1884	0	4	68			
1029	0	4	66			
2610	0	4	125			
1980	0	4	65			
3061	0	4	63			
3061	0	4	62			
3117	0	4	61			
2626	0	4	60			
1193	0	4	59			
3068	0	4	58			
2017	0	4	57			
2397	0	4	56			
2397	0	4	54			
1510	0	4	53			
1126	0	4	52			
1126	0	4	51			
76	0	4	50			
2497	0	4	48			
2873	0	4	47			
2938	0	4	46			
214	0	4	45			
3033	0	4	44			
1462	0	4	43			
1554	0	4	42			
731	0	4	41			
280	0	4	40			
259	0	4	39			
1629	0	4	38			
933	0	4	37			
136	0	4	36			
1425	0	4	35			
340	0	4	33			
1915	0	4	32			
1035	0	4	31			
1035	0	4	30			
2874	0	4	29			
3061	0	4	28			
1788	0	4	27			
2987	0	4	26			
111	0	4	23			
1969	0	4	22			
2360	0	4	21			
400	0	4	126			
2591	0	4	19			
619	0	4	18			
76	0	4	17			
2361	0	4	16			
2829	0	4	15			
2591	0	4	13			
1469	0	4	12			
948	0	4	11			
416	0	4	10			
2604	0	4	9			
2530	0	4	8			
5	0	4	6			
2552	0	4	5			
1639	0	4	4			
877	0	4	3			
1010	0	4	2			
321	0	4	1			
2987	0	4	124			
2545	0	4	127			
2803	1	3	68			
1058	1	3	67			
149	1	3	55			
1287	1	3	22			
817	1	3	21			
2418	1	3	14			
1969	0	3	122			
1232	0	3	121			
1980	0	3	120			
1423	0	3	119			
3082	0	3	118			
1517	0	3	117			
2151	0	3	116			
489	0	3	115			
170	0	3	114			
2659	0	3	113			
1741	0	3	112			
1577	0	3	111			
259	0	3	110			
2039	0	3	109			
1857	0	3	108			
1980	0	3	107			
1723	0	3	106			
2603	0	3	105			
1035	0	3	104			
193	0	3	103			
280	0	3	102			
3009	0	3	128			
2515	0	3	101			
609	0	3	100			
84	0	3	99			
780	0	3	98			
551	0	3	97			
854	0	3	123			
1678	0	3	96			
1308	0	3	95			
3064	0	3	94			
3074	0	3	93			
2001	0	3	92			
2578	0	3	91			
1577	0	3	90			
1426	0	3	89			
5	0	3	88			
673	0	3	87			
5	0	3	86			
84	0	3	85			
2001	0	3	84			
2769	0	3	83			
1776	0	3	82			
2852	0	3	81			
2901	0	3	80			
2396	0	3	79			
1419	0	3	78			
2	0	3	77			
2671	0	3	76			
1577	0	3	75			
2497	0	3	74			
2366	0	3	73			
1462	0	3	72			
2320	0	3	71			
1117	0	3	70			
2484	0	3	69			
1133	0	3	66			
1098	0	3	125			
2113	0	3	65			
1915	0	3	64			
3082	0	3	63			
3082	0	3	62			
1462	0	3	61			
3061	0	3	60			
2427	0	3	59			
1123	0	3	58			
2603	0	3	57			
3064	0	3	56			
1788	0	3	54			
780	0	3	53			
1985	0	3	52			
1985	0	3	51			
1035	0	3	50			
606	0	3	48			
3048	0	3	47			
1554	0	3	46			
1123	0	3	45			
2366	0	3	44			
492	0	3	43			
2729	0	3	42			
1915	0	3	41			
259	0	3	40			
3038	0	3	39			
2435	0	3	38			
84	0	3	37			
360	0	3	36			
707	0	3	35			
1642	0	3	34			
2361	0	3	33			
2366	0	3	32			
1741	0	3	31			
1741	0	3	30			
2604	0	3	29			
2874	0	3	28			
2604	0	3	27			
183	0	3	26			
742	0	3	25			
2360	0	3	24			
1462	0	3	23			
1358	0	3	126			
2617	0	3	19			
212	0	3	18			
1757	0	3	17			
1510	0	3	16			
1512	0	3	15			
609	0	3	13			
2874	0	3	12			
845	0	3	11			
403	0	3	10			
2399	0	3	9			
845	0	3	8			
2324	0	3	6			
1669	0	3	5			
2450	0	3	4			
525	0	3	3			
2657	0	3	2			
2591	0	3	1			
2427	0	3	124			
2470	0	3	127			
2933	1	2	122			
2151	1	2	120			
2769	1	2	117			
2973	1	2	115			
145	1	2	113			
2452	1	2	112			
867	1	2	109			
933	1	2	99			
1725	1	2	123			
2521	1	2	95			
1425	1	2	83			
1473	1	2	76			
147	1	2	71			
1795	1	2	70			
1302	1	2	66			
3016	1	2	125			
2604	1	2	62			
1577	1	2	61			
1971	1	2	59			
2032	1	2	58			
2874	1	2	56			
1452	1	2	45			
3025	1	2	40			
1256	1	2	37			
430	1	2	30			
278	1	2	27			
170	1	2	23			
1462	1	2	20			
874	1	2	19			
70	1	2	15			
1010	1	2	3			
673	1	2	124			
2893	0	2	121			
1735	0	2	119			
1735	0	2	118			
1616	0	2	116			
1035	0	2	114			
1419	0	2	111			
2396	0	2	110			
817	0	2	108			
817	0	2	107			
1980	0	2	106			
1723	0	2	105			
3117	0	2	104			
403	0	2	103			
2396	0	2	102			
646	0	2	128			
112	0	2	101			
2820	0	2	100			
1980	0	2	98			
1469	0	2	97			
1741	0	2	96			
1735	0	2	94			
1391	0	2	93			
1035	0	2	92			
2604	0	2	91			
30	0	2	90			
1050	0	2	89			
1340	0	2	88			
1857	0	2	87			
1340	0	2	86			
1256	0	2	85			
30	0	2	84			
2656	0	2	82			
1915	0	2	81			
578	0	2	80			
593	0	2	79			
1473	0	2	78			
2590	0	2	77			
2590	0	2	75			
646	0	2	74			
193	0	2	73			
1945	0	2	72			
2874	0	2	69			
278	0	2	68			
780	0	2	67			
2822	0	2	65			
2673	0	2	64			
2604	0	2	63			
3082	0	2	60			
1426	0	2	57			
403	0	2	55			
3108	0	2	54			
1917	0	2	53			
1517	0	2	52			
1517	0	2	51			
1678	0	2	50			
280	0	2	49			
486	0	2	48			
525	0	2	47			
259	0	2	46			
1915	0	2	44			
2001	0	2	43			
2396	0	2	42			
1426	0	2	41			
280	0	2	39			
347	0	2	38			
1517	0	2	36			
2777	0	2	35			
1669	0	2	34			
1126	0	2	33			
3033	0	2	32			
430	0	2	31			
483	0	2	29			
1832	0	2	28			
1148	0	2	26			
1123	0	2	25			
1425	0	2	24			
1426	0	2	22			
1517	0	2	21			
2346	0	2	126			
1757	0	2	18			
1035	0	2	17			
1917	0	2	16			
3028	0	2	14			
2366	0	2	13			
489	0	2	12			
2056	0	2	11			
2361	0	2	10			
845	0	2	9			
2056	0	2	8			
215	0	2	7			
2935	0	2	6			
2656	0	2	5			
1600	0	2	4			
1969	0	2	2			
874	0	2	1			
641	0	2	127			
1535	1	1	121			
2035	1	1	119			
1423	1	1	118			
661	1	1	116			
2968	1	1	111			
2890	1	1	108			
1126	1	1	107			
2673	1	1	106			
641	1	1	105			
2698	1	1	104			
2824	1	1	103			
3038	1	1	102			
2397	1	1	128			
302	1	1	101			
908	1	1	98			
519	1	1	97			
800	1	1	96			
3027	1	1	94			
172	1	1	93			
556	1	1	91			
2610	1	1	90			
2182	1	1	89			
1517	1	1	88			
1245	1	1	87			
3108	1	1	86			
3117	1	1	85			
1678	1	1	84			
76	1	1	82			
2360	1	1	81			
486	1	1	80			
1599	1	1	79			
1098	1	1	78			
2811	1	1	77			
1035	1	1	75			
2484	1	1	74			
111	1	1	72			
2497	1	1	69			
389	1	1	65			
1340	1	1	63			
707	1	1	60			
523	1	1	54			
2366	1	1	53			
2530	1	1	52			
112	1	1	51			
2001	1	1	50			
1056	1	1	49			
489	1	1	48			
1957	1	1	47			
2396	1	1	46			
2667	1	1	44			
154	1	1	43			
259	1	1	42			
360	1	1	41			
654	1	1	39			
321	1	1	38			
2820	1	1	36			
483	1	1	35			
2656	1	1	34			
403	1	1	33			
1492	1	1	32			
249	1	1	31			
1238	1	1	29			
606	1	1	28			
742	1	1	26			
2987	1	1	25			
2450	1	1	126			
2324	1	1	18			
2852	1	1	17			
780	1	1	16			
2072	1	1	13			
551	1	1	12			
1316	1	1	11			
1915	1	1	10			
1735	1	1	9			
2253	1	1	8			
281	1	1	7			
2617	1	1	6			
1845	1	1	5			
1358	1	1	4			
609	1	1	2			
2199	1	1	1			
1232	1	1	127			
360	0	1	122			
2253	0	1	120			
1425	0	1	117			
551	0	1	115			
2452	0	1	114			
1915	0	1	113			
2396	0	1	112			
800	0	1	110			
2397	0	1	109			
360	0	1	100			
321	0	1	99			
1256	0	1	123			
347	0	1	95			
1678	0	1	92			
1126	0	1	83			
2933	0	1	76			
2182	0	1	73			
1426	0	1	71			
2673	0	1	70			
2324	0	1	68			
888	0	1	67			
1980	0	1	66			
2698	0	1	125			
1517	0	1	64			
1340	0	1	62			
2698	0	1	61			
2605	0	1	59			
593	0	1	58			
1079	0	1	57			
556	0	1	56			
2510	0	1	55			
2862	0	1	45			
193	0	1	41			
3038	0	1	40			
55	0	1	37			
249	0	1	30			
707	0	1	27			
2604	0	1	24			
2933	0	1	23			
112	0	1	22			
1126	0	1	21			
2656	0	1	20			
249	0	1	19			
1857	0	1	15			
1473	0	1	14			
1035	0	1	3			
2094	0	1	124
