1915	0	1	51
179	1	1	1
350	1	1	2
642	1	1	3
2353	1	1	4
122	1	1	5
2522	1	1	6
2966	1	1	7
770	0	1	8
1456	1	1	9
770	1	1	10
1822	0	1	11
2297	1	1	12
1058	0	1	13
2509	1	1	14
946	1	1	15
2272	1	1	16
489	1	1	17
1673	1	1	18
792	0	1	19
1915	1	1	20
2365	1	1	21
928	1	1	22
835	1	1	23
2842	1	1	24
2533	1	1	25
2912	1	1	26
1638	0	1	27
2272	0	1	28
2163	1	1	29
2422	0	1	30
1309	0	1	31
238	1	1	32
2509	0	1	33
1193	0	1	34
619	0	1	35
985	1	1	36
1248	0	1	37
1248	0	1	38
2416	1	1	39
1860	0	1	40
1860	0	1	41
830	1	1	42
1780	1	1	43
2418	1	1	44
1776	1	1	45
189	1	1	46
2784	0	1	47
1834	1	1	48
311	1	1	49
1505	1	1	50
1776	0	1	52
1328	0	1	53
1409	0	1	54
313	1	1	55
1328	1	1	56
1309	1	1	57
2255	1	1	58
1860	1	1	59
2167	1	1	60
1380	1	1	61
1877	1	1	62
2812	1	1	63
1976	1	1	64
2830	1	1	65
3003	1	1	66
891	1	1	67
1193	1	1	68
2760	1	1	69
1638	1	1	70
1933	0	1	71
770	0	1	72
1277	1	1	73
792	1	1	74
792	0	1	75
2509	0	1	76
1342	0	1	77
526	0	1	78
2872	1	1	79
984	0	1	80
117	1	1	81
1941	0	1	82
463	1	1	83
2721	1	1	84
766	1	1	85
2214	1	1	86
1776	0	1	87
1058	1	1	88
1854	1	1	89
1066	1	2	51
587	0	2	1
1326	0	2	2
2009	0	2	3
1058	0	2	4
1915	0	2	5
2509	0	2	6
1897	0	2	7
2842	0	2	8
2167	0	2	9
632	0	2	10
1160	1	2	11
689	0	2	12
2076	1	2	13
2533	0	2	14
1673	0	2	15
2413	0	2	16
454	0	2	17
2671	0	2	18
1058	0	2	19
1193	0	2	20
642	0	2	21
1255	0	2	22
2458	0	2	23
2747	0	2	24
600	0	2	25
1028	0	2	26
1266	1	2	27
1193	0	2	28
238	0	2	29
